customer_id,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
625,Jeremy,Fields,Male,55,1970-01-23,gracehayes@yahoo.com,879.551.6638x8757,0,1773,6,1,2023-11-30,21,221.38
626,Michael,Thompson,Male,19,2005-09-18,tracey53@wilson-roberson.info,(051)204-1884,0,96,1,0,2020-03-12,14,167.32
627,Kenneth,Weaver,Other,69,1955-08-07,martha35@medina.info,820-545-9679x1530,1,522,8,1,2023-05-04,29,171.98
628,John,Beard,Other,67,1957-05-30,karenherrera@hotmail.com,+1-924-419-9437x79649,1,113,1,1,2023-03-16,46,262.91
629,Bradley,Anderson,Male,70,1955-01-31,nicholas65@bush-carroll.com,+1-019-537-2729x629,0,90,6,1,2021-11-01,39,498.78
630,Thomas,Ray,Female,67,1957-09-24,kpena@gmail.com,579-894-3619,1,1685,2,0,2020-12-28,24,399.1
631,Francisco,Miller,Female,56,1968-09-05,crystalthompson@murphy.biz,+1-908-478-8750x564,0,1630,10,0,2022-09-30,28,201.53
632,Jason,Phelps,Male,20,2005-01-04,denisegarrett@gmail.com,6054296183,0,241,5,0,2021-03-05,10,25.24
633,Rebecca,Walker,Female,19,2006-01-01,christophershort@hotmail.com,001-238-099-9846,0,1084,4,0,2021-02-03,3,262.66
634,Christopher,Mitchell,Other,58,1967-01-01,tammy84@greer.com,5848193820,1,1410,5,1,2024-01-05,27,180.8
635,Karen,Perez,Male,35,1989-05-26,vickie99@hotmail.com,(662)204-0814,1,1179,2,1,2022-10-31,31,276.93
636,Breanna,Pittman,Male,64,1960-03-27,scott13@mendoza.com,150-904-4656,0,772,6,0,2020-06-29,17,183.14
637,Jennifer,Cruz,Female,39,1985-07-11,hectorpatterson@gmail.com,091-025-8602x87751,0,127,8,1,2020-01-06,2,313.35
638,Crystal,Green,Male,41,1983-04-29,stevencisneros@smith.com,001-356-601-3407x779,0,70,6,0,2024-11-05,32,249.91
639,Andrew,Estrada,Other,58,1966-07-01,robert31@yahoo.com,(065)822-0734x90139,0,190,1,1,2020-10-20,37,95.1
640,Shawn,Webster,Other,19,2005-11-14,tyler06@hotmail.com,+1-669-522-1428x62010,1,358,7,1,2025-01-06,25,93.72
641,Angela,Ward,Female,21,2004-02-10,brenda35@yahoo.com,2731554321,0,1640,10,0,2020-06-18,20,178.96
642,Ryan,Smith,Other,60,1964-08-26,connorallen@yahoo.com,216-334-0912,1,109,9,0,2024-02-01,3,47.06
643,Natasha,Blackwell,Male,33,1992-01-31,alyssa94@hotmail.com,(818)054-3078x230,0,1557,8,0,2020-04-02,19,422.44
644,Rachel,Castillo,Other,36,1989-01-25,william44@gmail.com,958.095.2033,1,44,6,1,2023-10-27,27,32.16
645,Tonya,Long,Other,18,2006-05-07,zwhite@martinez-parker.com,(907)713-1953x514,1,1485,10,1,2021-07-10,25,83.57
646,Thomas,Bates,Other,28,1997-01-10,xbailey@hanson.net,001-431-776-5164x38338,0,1624,10,1,2022-03-31,37,486.99
647,Amanda,Medina,Other,67,1957-07-20,carol24@stein-powell.biz,542-595-1892x05994,1,1732,9,1,2020-01-16,15,136.99
648,Edward,Bernard,Male,32,1992-10-06,rhenry@thompson-sanders.net,(628)433-5902,1,1424,5,0,2025-01-10,5,449.85
649,Louis,Martin,Female,63,1961-12-29,valerie39@brown.biz,5678744863,0,910,8,0,2022-01-04,29,489.65
650,Patricia,Wright,Other,64,1960-08-03,ronaldbennett@hotmail.com,715-867-9527,0,308,9,0,2024-10-19,7,166.75
651,Jesus,Wong,Female,51,1973-04-09,qlopez@gmail.com,979.450.6730,1,208,5,1,2023-09-06,43,91.09
652,Shawn,Thompson,Male,23,2001-03-13,smorales@turner-murray.info,165.203.5994x031,1,1473,10,1,2021-09-29,20,326.0
653,Benjamin,Khan,Other,63,1961-06-27,michaelanderson@walker.com,(644)168-3523x021,1,579,4,1,2023-03-17,49,349.72
654,Ryan,Robles,Other,31,1993-03-28,christopherwood@gmail.com,454-545-1831x32509,1,512,8,1,2023-12-30,41,218.5
655,Derrick,Banks,Male,40,1984-11-24,mercedes34@mays-miller.com,933-443-9034x554,0,1177,4,0,2021-11-28,42,360.37
656,Cassandra,Davis,Female,68,1956-12-02,hunttracey@dixon-scott.net,(568)942-9815x242,1,930,6,0,2024-05-05,3,31.41
657,Danny,Davis,Other,19,2005-04-16,sanfordmegan@yahoo.com,(308)749-8671x8693,1,1211,4,1,2020-11-28,1,73.74
658,Johnny,Williams,Male,22,2002-04-27,leejeffrey@hotmail.com,001-656-821-3831x420,0,1091,2,1,2022-04-21,9,329.41
659,Tiffany,Jackson,Male,46,1979-01-18,crystal11@wilson-steele.com,8691886527,0,1777,10,1,2023-07-27,12,372.8
660,Jessica,Carter,Male,31,1993-11-16,justinhawkins@gmail.com,001-373-374-0761x302,0,874,3,0,2022-01-16,23,17.37
661,Adam,Cooper,Male,63,1961-12-01,pereznicholas@long-olson.com,(837)005-3530x078,0,1081,3,0,2021-03-11,38,482.35
662,Mark,Murphy,Male,43,1981-07-29,matthew39@gmail.com,+1-035-085-4064x81571,0,968,1,1,2022-01-13,44,22.91
663,Allison,Shepherd,Female,24,2000-03-02,robertscott@travis-ward.com,+1-566-239-3386x09015,1,1617,4,1,2021-08-06,28,49.08
664,Henry,Hodges,Other,25,1999-08-09,stephaniefisher@orozco-hudson.com,(811)638-4419x450,0,1019,3,0,2023-06-04,2,170.49
665,Erik,Moses,Female,39,1985-06-09,fhughes@moss-coleman.com,367.952.5165,0,364,2,1,2022-05-01,21,20.91
666,John,Williams,Other,64,1960-09-30,jennifer98@lindsey-williams.com,707.592.0324x0412,0,1726,3,1,2022-06-11,41,258.42
667,Emily,Willis,Female,55,1969-05-18,martinezveronica@burke.info,412-549-1016x801,0,1020,7,1,2020-10-09,50,163.86
668,Donna,Daniels,Male,26,1998-06-18,vmercado@gentry-walker.com,166-890-7300x1057,1,408,9,1,2020-03-26,16,13.65
669,Jeffrey,Vasquez,Male,66,1958-06-01,riverawilliam@jones.com,523-691-2660,0,1726,4,1,2022-08-27,36,373.92
670,James,Gilbert,Female,29,1995-08-17,xsalinas@blake.net,631.802.3933x52321,0,1123,3,1,2020-11-29,16,426.13
671,Mark,Stokes,Female,34,1990-09-15,middletoncameron@yahoo.com,(012)985-5924,1,1374,3,0,2021-08-05,22,428.82
672,Daniel,Lopez,Female,27,1998-01-07,crosbylisa@walker.net,001-655-841-2512,0,1104,3,0,2022-06-10,3,347.37
673,Linda,Hill,Male,34,1991-01-31,judithward@hotmail.com,709-608-0872x5484,1,1318,9,1,2024-04-27,29,125.44
674,Michelle,Curtis,Female,29,1995-12-05,whitneypratt@hotmail.com,+1-425-895-5407,1,954,5,1,2022-03-25,23,460.48
675,Deborah,Sanchez,Male,26,1998-10-04,hayescourtney@yahoo.com,(848)769-2427x5234,0,1729,7,0,2020-04-02,44,84.18
676,Kurt,Lopez,Other,21,2003-11-02,hughesmichele@mclaughlin-garcia.com,(215)795-1674,1,1085,8,0,2020-11-15,13,328.12
677,Evan,Garner,Female,48,1976-10-18,antoniojohnson@burgess-sampson.com,(395)607-2984x7276,0,1176,1,0,2023-07-15,46,400.44
678,Kimberly,Diaz,Female,29,1996-02-05,lori64@kennedy-walton.com,607-645-5033x9149,1,721,1,1,2021-12-11,4,63.54
679,Sarah,Wells,Female,18,2006-08-05,ucunningham@hotmail.com,+1-208-190-4411x235,0,216,3,1,2023-01-31,11,86.74
680,Deanna,Pena,Female,55,1969-12-17,watsonpamela@yahoo.com,044-482-1181x73065,1,1202,2,0,2020-09-29,27,217.08
681,Robert,Torres,Other,25,1999-05-16,ericjones@gmail.com,001-623-909-4877x764,1,1012,6,1,2023-04-27,13,74.69
682,Victor,Acevedo,Other,30,1994-07-04,lhogan@smith.net,2189812160,0,1345,10,1,2024-09-30,16,50.93
683,Matthew,Stanley,Male,44,1980-04-15,qanderson@williams.net,(727)651-7304x9956,0,634,7,1,2024-03-05,3,307.86
684,Stephen,Sweeney,Male,19,2005-03-09,adavis@gallagher.org,(516)787-6802x500,0,182,8,0,2020-05-01,7,124.59
685,Dana,Hooper,Female,65,1959-06-19,michael85@holt.biz,852-763-6401,1,107,8,0,2023-01-06,25,20.12
686,Jason,Harper,Female,26,1998-12-05,sweeneyantonio@hicks-gonzalez.org,001-812-853-3290x6420,1,924,5,1,2022-06-11,7,168.42
687,David,Marshall,Other,35,1989-06-24,kerri79@turner.com,2696873866,0,1399,2,1,2020-08-02,19,246.08
688,Michael,Haynes,Male,20,2004-12-26,megan17@gomez-moore.info,377-909-9995x7793,0,466,6,0,2022-02-08,49,113.89
689,Terri,Espinoza,Female,44,1981-01-10,nicoleanderson@hotmail.com,(362)845-6984x1991,1,1490,6,0,2023-06-20,36,268.31
690,Jonathan,Bush,Male,42,1982-03-12,cynthia43@reynolds-walker.net,962-485-5485x364,1,815,7,0,2020-10-14,21,266.2
691,Tonya,Ross,Female,21,2003-04-06,mario03@yahoo.com,622.616.1540x6151,0,429,1,0,2022-04-19,37,160.4
692,Joshua,Powell,Other,58,1966-12-16,april84@gmail.com,001-839-168-8445x68742,1,901,10,0,2024-08-14,29,162.92
693,Bryce,Hoffman,Male,56,1968-08-17,noah39@hamilton-kemp.info,001-081-899-5578x0925,0,1403,8,1,2022-03-09,30,255.02
694,Lori,Hicks,Male,55,1969-10-02,mitchellkevin@gmail.com,838-513-3310x173,0,22,10,0,2021-11-12,20,237.96
695,Tiffany,Thomas,Other,54,1970-06-08,twatson@whitehead.info,265-335-1012x1063,0,1627,7,0,2021-01-21,48,330.78
696,Elizabeth,Kelly,Female,32,1992-06-05,uhampton@yahoo.com,+1-936-986-9814x789,0,1692,6,1,2020-05-11,35,64.07
697,Debra,Hanna,Other,20,2004-03-20,vrobles@wilson-wright.com,187-269-6657x106,0,572,10,1,2024-02-15,29,331.69
698,Misty,Cunningham,Male,34,1991-02-01,vincentmiller@joseph-brock.com,140-410-0909,0,882,8,1,2022-04-15,39,267.67
699,Tammy,Cabrera,Male,45,1979-08-18,amyestes@hotmail.com,002.246.4017x34187,0,525,7,0,2021-06-12,19,138.36
700,Robert,Vaughan,Male,37,1987-12-14,pbowman@meza-young.biz,4818893370,0,1661,8,0,2023-04-19,3,496.07
701,Stefanie,Jones,Male,34,1990-09-17,wharris@gmail.com,+1-758-998-5212,1,703,9,0,2024-05-23,41,389.21
702,Charles,Nelson,Male,30,1994-03-02,zcruz@yahoo.com,(693)891-5110x78271,1,982,7,1,2022-12-11,5,141.7
703,Nathan,Adkins,Male,70,1954-11-23,chadjohnson@green.info,533.210.3113x45268,1,659,7,0,2021-07-05,35,236.51
704,Jonathan,Johnson,Female,57,1967-10-10,denisebarnett@smith.com,623-759-0809x84075,0,1651,5,0,2022-07-24,31,420.78
705,Lindsay,Decker,Other,51,1973-05-10,jamesbarnes@jennings-smith.info,467.577.2664,0,957,10,1,2020-02-16,4,312.19
706,Peter,Hardin,Other,40,1984-08-20,kmcdonald@marks.com,001-782-207-9240x32580,1,1824,3,1,2023-02-25,2,141.43
707,Christopher,George,Male,24,2000-12-30,wendybrown@williams-wright.com,001-188-578-7768,0,720,6,1,2022-06-24,49,293.42
708,Jonathan,Pennington,Other,18,2006-10-09,rachel83@marsh.biz,513-205-4217,0,1155,9,1,2020-03-18,50,63.2
709,Michael,Gould,Female,41,1983-08-19,julie52@hotmail.com,436-299-0598x05973,1,230,7,0,2021-06-03,46,70.54
710,Beth,Christensen,Female,64,1960-11-30,tonya21@villanueva.com,+1-479-138-7917x981,0,1658,6,0,2022-10-06,43,267.15
711,Kelly,Shaw,Female,42,1982-07-16,vpatterson@snyder.biz,(712)398-6238x7109,1,1445,1,0,2023-07-02,37,143.09
712,Cole,Carpenter,Other,42,1983-02-19,nmarquez@santiago.org,+1-161-440-7833x3151,1,258,8,0,2023-06-14,7,199.09
713,Rick,Moore,Other,59,1965-05-10,millerlisa@vasquez.com,034.434.8923,1,1115,9,1,2024-07-27,20,454.18
714,Jason,Russell,Male,31,1993-10-13,sarah08@maldonado.com,(773)617-2028,1,103,5,0,2020-09-25,6,248.73
715,William,Hines,Male,54,1970-11-28,brianwilson@walker.com,+1-969-938-5816x0277,0,772,6,0,2021-10-14,24,380.9
716,Joe,Contreras,Male,23,2002-01-02,alicia84@molina-townsend.org,843.017.9848x614,1,853,7,1,2020-01-07,46,445.89
717,Nicole,Mendoza,Other,35,1989-10-06,briannagreen@adams-hicks.info,+1-450-366-5251x461,1,1684,8,0,2024-08-04,16,436.48
718,Kevin,Estrada,Male,28,1996-10-13,bennettdavid@gmail.com,001-429-171-0906x1343,0,1095,2,1,2021-09-24,42,201.46
719,Brian,Pruitt,Male,24,2000-12-21,philipstewart@gmail.com,155.855.1564x175,1,760,10,0,2024-06-28,31,349.16
720,Michael,Christensen,Other,69,1955-03-30,johnsonmichael@gmail.com,391.744.4520x6551,0,973,5,0,2024-12-20,30,249.82
721,Richard,Miller,Male,51,1973-06-07,ngillespie@pierce.info,9476763280,0,1749,1,0,2021-02-18,14,90.09
722,Brandon,Hawkins,Female,55,1969-03-30,markreeves@yahoo.com,755.534.6224x802,0,1566,4,1,2022-11-23,9,499.23
723,Michael,Maxwell,Male,53,1972-01-21,diane05@choi.com,001-297-102-5233x3751,0,532,9,1,2022-07-13,22,371.9
724,Leah,Mcguire,Female,26,1998-09-25,kathysantana@doyle.org,492.188.7899x03777,0,1046,10,1,2020-06-04,20,104.16
725,Claire,Ibarra,Male,40,1985-02-18,peterbryan@kim.com,+1-724-572-4669,1,680,3,0,2022-05-24,44,449.56
726,Jeffery,Bowen,Female,30,1994-06-26,rose73@gmail.com,606-246-2150x880,1,289,2,1,2020-01-21,33,291.8
727,Misty,Hudson,Female,37,1987-10-19,cartercarrie@gmail.com,+1-897-955-6449x483,0,711,9,0,2023-06-19,18,68.04
728,Michele,Williams,Female,23,2001-11-17,alyssa53@shaffer-robinson.com,+1-978-438-7058,1,977,9,0,2024-01-31,45,434.31
729,Crystal,Nelson,Female,22,2002-03-24,jennifer35@gmail.com,001-798-040-3582x112,0,229,6,0,2023-10-12,33,33.42
730,Hayley,Baker,Female,42,1982-09-12,scottsmith@gmail.com,+1-724-507-5517x81642,1,1478,1,1,2025-02-06,34,40.2
731,Shaun,Davis,Other,30,1994-06-11,millersherry@goodman.com,261.974.3053x874,0,493,1,0,2021-05-01,21,379.18
732,Abigail,Martin,Female,26,1998-06-19,edavis@gmail.com,375.156.5587x48216,1,1713,6,0,2023-02-04,16,235.0
733,Donna,Dennis,Female,68,1956-08-29,ramirezann@wade.com,(412)321-7317x9327,0,849,2,0,2023-08-24,36,208.12
734,Bruce,Jackson,Female,51,1973-09-02,mark85@pugh-griffin.com,(921)656-1993,1,853,10,0,2023-05-27,24,191.67
735,Joshua,Johnson,Other,53,1971-05-20,alexanderraymond@yahoo.com,(308)322-3424,0,1,1,1,2021-08-23,16,14.27
736,Kyle,Wheeler,Other,50,1974-03-14,donnagregory@taylor-tanner.com,001-238-134-0403x639,0,921,3,0,2020-01-21,33,140.03
737,Stefanie,Carroll,Male,18,2007-01-30,xmurphy@yahoo.com,948.043.8709x76402,1,334,3,0,2022-12-24,21,42.95
738,Caitlin,Torres,Male,40,1984-02-26,kevin14@hotmail.com,+1-425-329-5451x91011,1,239,2,1,2022-01-09,10,37.04
739,Tracy,Solomon,Other,27,1997-10-24,rwhite@martinez.com,(341)911-4425,0,701,8,1,2024-09-24,47,6.98
740,Angela,Washington,Male,41,1983-12-31,zallen@gmail.com,896-801-3723x342,0,626,4,1,2022-08-15,43,452.68
741,Joel,Doyle,Male,40,1984-05-02,danielle05@sexton.com,091.248.6057x9803,0,98,1,1,2023-12-25,44,278.19
742,Nathan,Jordan,Female,53,1971-10-15,williamsangela@white.com,009.365.7251x7428,0,271,5,0,2025-01-20,9,277.15
743,Kristen,Gamble,Male,58,1966-11-17,melaniespears@gmail.com,+1-567-729-0022x54047,1,1067,4,1,2024-12-06,9,342.75
744,Rhonda,Walker,Male,22,2002-05-05,salazarsarah@yahoo.com,746.068.8275x9802,1,344,3,0,2023-11-15,13,284.07
745,Alan,Garcia,Female,66,1959-01-05,fredericktodd@yahoo.com,401.341.3030x0754,1,492,5,0,2024-03-07,22,89.19
746,Christina,Ingram,Male,20,2004-08-02,pennybrown@jones.com,+1-070-472-4700x403,0,936,2,1,2021-08-27,14,343.1
747,William,Thomas,Female,40,1984-08-07,adam49@gmail.com,745.681.9100x46217,1,277,5,0,2022-06-03,25,274.52
748,Harry,Cooke,Male,35,1989-07-25,jacksonpaul@gmail.com,+1-039-475-1377x06634,0,87,1,1,2020-07-15,27,308.48
749,Candice,Freeman,Other,47,1977-06-26,kimberlybray@martinez-lee.net,(155)933-6501,0,706,3,0,2022-09-24,5,489.83
750,Seth,Jones,Other,54,1970-10-22,mark02@chambers.biz,(975)099-1638,0,562,6,0,2024-04-23,45,35.7
751,Mary,Scott,Female,35,1989-07-09,cheryldickerson@white-robbins.com,(123)732-5360x66163,1,1608,5,1,2023-03-27,15,341.19
752,Cynthia,Nicholson,Male,25,1999-08-12,ywilliams@hotmail.com,639.204.3666x85322,0,30,4,0,2024-09-10,33,59.52
753,Timothy,Brady,Male,66,1958-05-30,timothy72@yahoo.com,057-851-1719,1,1379,4,1,2023-06-10,7,409.19
754,Christopher,Harrison,Other,30,1994-05-09,davisedward@sherman-ochoa.net,(565)367-2366,1,481,3,1,2021-04-16,21,287.27
755,Eric,Rocha,Female,53,1971-10-31,wagnertyler@hotmail.com,666-906-6336,1,157,10,1,2020-10-29,25,40.17
756,Brittany,May,Male,33,1991-12-17,npotter@nixon-hall.biz,001-909-630-8015x28919,0,1125,10,1,2022-07-15,16,18.4
757,Angela,Jenkins,Male,23,2001-11-19,marquezbrenda@gmail.com,(536)229-3876x74994,0,1756,4,0,2020-02-17,47,396.9
758,Eric,Smith,Male,56,1968-06-16,jmorris@wilson.biz,0520563861,1,10,4,1,2024-06-13,25,376.77
759,Donald,Petty,Female,34,1990-10-14,grobinson@riley.com,861-219-1268,1,1102,2,1,2023-02-07,10,100.53
760,Emily,Gonzalez,Other,56,1968-09-15,guyhardy@gmail.com,(129)513-9686,1,918,3,1,2023-09-23,13,268.5
761,Kimberly,Simpson,Other,60,1964-12-14,garydudley@yahoo.com,(301)859-9339,0,117,9,1,2023-03-02,43,89.0
762,Maria,Monroe,Other,37,1987-09-13,chloe25@martinez.com,+1-303-366-3672x4550,0,602,2,1,2023-02-02,6,483.36
763,Mallory,Ramirez,Male,28,1996-12-01,douglasjoshua@hotmail.com,8220541750,0,1467,10,1,2021-11-20,39,64.87
764,Terry,Bauer,Male,27,1997-12-12,kevin14@yahoo.com,(523)283-3512x95252,1,1310,3,1,2024-09-19,34,421.68
765,Lauren,Robinson,Female,46,1978-08-08,james47@yahoo.com,001-207-535-4256x303,1,538,3,1,2024-04-02,43,287.16
766,Randy,Morgan,Other,52,1972-05-03,emily75@garcia.com,001-012-253-3669x63964,0,991,9,0,2020-06-23,13,415.63
767,Rebecca,Robinson,Male,29,1995-11-23,parsonsanthony@franklin-jones.biz,303-275-4809,0,809,8,1,2023-07-04,46,241.21
768,Douglas,Morris,Other,26,1998-03-03,moorejacob@gmail.com,001-686-641-6078x4593,0,1620,10,0,2024-06-20,28,405.82
769,Dakota,Taylor,Other,24,2000-10-31,samanthadelgado@preston.net,(822)563-2601x284,1,1098,3,1,2022-06-17,8,180.97
770,Christopher,Martin,Other,18,2006-10-08,stephenvalencia@mcconnell.com,+1-394-013-3107x9961,1,484,7,0,2025-01-22,12,307.38
771,Brittany,Fuentes,Other,29,1995-04-24,wendyhall@hotmail.com,(209)527-1062,0,1651,4,0,2020-09-02,43,37.68
772,Valerie,Chambers,Male,28,1997-01-13,wigginsdeborah@hotmail.com,554.012.3953x2442,1,1030,8,0,2020-06-06,49,116.25
773,Sarah,Carr,Other,69,1956-01-28,irivera@hotmail.com,+1-201-947-6920,1,131,8,0,2020-10-21,13,94.97
774,Jessica,Dillon,Male,48,1976-09-13,michaeljohnson@turner-carroll.com,582.588.6946x27035,0,703,6,0,2023-12-25,15,253.46
775,Jennifer,Warren,Other,45,1979-12-04,wilsonmichael@singh.com,(877)328-1092x353,0,1175,5,1,2023-02-02,28,332.62
776,Michael,Griffin,Other,18,2007-01-04,peterramos@hotmail.com,8838381495,1,1705,10,1,2020-12-18,3,33.31
777,Stephanie,Ellis,Other,54,1970-11-17,harmonalyssa@garcia.com,001-781-336-9929x911,1,1070,2,0,2024-07-03,6,51.09
778,Steven,Espinoza,Male,70,1955-01-14,qtaylor@jordan.org,(779)507-0165,0,489,10,1,2025-01-16,46,161.7
779,William,Bird,Male,48,1977-01-18,avega@sullivan.info,(484)062-1290x372,1,641,5,0,2021-07-17,38,340.67
780,Alexandra,Bailey,Female,68,1956-03-14,lanepatrick@hotmail.com,191-346-2228x676,0,101,9,1,2021-03-23,46,355.37
781,James,Montgomery,Female,56,1968-05-07,johnparker@hotmail.com,(612)576-4311,0,51,5,1,2024-01-23,12,379.59
782,Elizabeth,Oliver,Other,70,1954-07-17,ramosamanda@gaines.com,+1-233-081-2000,1,644,5,1,2021-04-10,49,75.77
783,Ricky,Goodman,Other,38,1986-09-09,stuart19@dawson-arias.com,+1-612-225-7987x51260,1,1626,10,1,2021-01-15,43,202.5
784,Frank,Herman,Female,38,1986-06-08,traceyperez@friedman-holland.com,+1-941-170-5383,1,1804,4,0,2021-11-07,2,48.54
785,Harry,Nguyen,Other,49,1975-09-01,emcknight@hotmail.com,+1-299-395-4612x078,0,1225,1,1,2021-11-26,18,425.66
786,Leslie,Jackson,Other,57,1967-03-16,katherine89@simmons-walker.com,055.951.3015,1,1500,7,1,2023-01-16,2,81.83
787,Linda,Rojas,Female,29,1996-01-08,dmorrison@hotmail.com,(571)050-2423,0,1565,2,1,2020-01-08,34,256.74
788,Rachel,Hernandez,Female,65,1960-01-24,barnesalejandra@wood-lopez.com,001-239-591-9000x2320,1,1447,9,0,2023-10-26,16,210.32
789,Jasmin,Wilkinson,Male,44,1980-11-28,fthomas@sutton.biz,+1-985-680-3171x9176,0,272,3,0,2024-04-01,8,476.36
790,Mary,Edwards,Other,39,1985-10-21,heidisharp@gmail.com,792.944.7444,1,1386,9,1,2023-01-29,12,276.32
791,Patrick,Ingram,Female,27,1997-06-16,jeffersondawn@yahoo.com,335-378-3925x9838,1,1226,2,1,2020-01-23,5,280.29
792,Emily,Carr,Male,51,1973-12-21,david78@ramirez-powers.com,(814)006-8766,1,557,2,1,2020-04-09,42,215.13
793,Carl,Hernandez,Other,46,1978-09-27,brianschroeder@lewis.com,963-790-3398,1,1264,6,1,2024-10-20,17,73.17
794,Ashley,Adams,Other,19,2006-02-06,ericlee@hotmail.com,+1-757-244-1550x788,1,1652,8,1,2021-02-15,42,174.22
795,Trevor,Richards,Male,50,1974-05-31,davisjason@dominguez-malone.net,001-016-658-9533x95114,1,981,6,0,2022-09-17,43,138.46
796,Nancy,Santos,Female,18,2006-03-28,storres@hotmail.com,(389)556-1696,1,1760,2,1,2023-09-17,44,24.53
797,Evelyn,Schneider,Female,47,1977-07-29,charlesobrien@yahoo.com,(811)275-6532x71136,1,1123,5,1,2024-05-22,28,213.61
798,Stephen,Jimenez,Male,46,1978-12-19,wisekendra@leblanc-black.net,(963)566-2037x14409,1,721,1,1,2021-11-15,11,112.01
799,Jeffery,Anderson,Other,44,1980-09-16,efrazier@holt-scott.com,(870)085-2013x812,0,782,10,1,2024-11-09,18,259.07
800,Andrew,Bird,Male,29,1996-01-17,anthony35@hotmail.com,+1-097-397-5746x29328,0,667,5,0,2023-04-04,28,280.08
801,Steven,Austin,Other,65,1960-01-03,reginaldortiz@gmail.com,001-772-791-7530x8097,0,326,7,1,2023-01-03,24,478.83
802,Virginia,Smith,Female,44,1981-02-14,michellekennedy@hotmail.com,5379282619,1,863,8,1,2022-12-06,23,334.23
803,Adam,Mccormick,Male,61,1963-07-12,lori68@yahoo.com,1356199086,1,1606,1,0,2021-06-29,15,455.52
804,Katherine,Freeman,Male,51,1974-02-14,david70@smith.com,497-986-4520x916,1,1533,6,0,2020-01-05,9,52.72
805,Krista,Kim,Male,48,1976-04-25,aliciasoto@barrera-roberts.com,701.539.0686x9579,1,1052,1,0,2024-05-11,14,476.99
806,Chelsea,Klein,Female,24,2000-06-02,marcus80@hotmail.com,+1-698-784-9756x058,1,1807,5,0,2023-10-12,25,139.6
807,Daniel,Ramos,Other,23,2002-01-16,davisdebra@wilson-anderson.com,8667357421,0,1753,7,1,2023-03-09,41,112.39
808,Kathleen,Marshall,Other,19,2006-02-24,carlaolsen@gmail.com,+1-418-784-6547x39245,0,172,8,1,2023-11-10,8,167.1
809,Shane,Thomas,Female,25,1999-12-27,steven56@contreras.com,709.417.6280x6119,0,49,3,0,2022-12-31,38,345.78
810,Jamie,Medina,Other,44,1980-07-04,crystalhernandez@adams.org,(578)343-8370x49251,1,1589,6,0,2020-06-15,48,438.55
811,Bailey,Rowland,Other,31,1993-03-25,simpsonjustin@gmail.com,1451200771,0,452,7,0,2020-12-10,22,379.47
812,Cheryl,Martin,Male,26,1998-04-06,operry@gmail.com,(842)908-5530,0,76,10,1,2020-03-24,25,376.13
813,Briana,Frazier,Male,53,1971-09-27,harrisonphillip@townsend.com,+1-639-933-4111,0,1044,2,1,2020-02-09,43,6.92
814,Jessica,Gutierrez,Male,18,2006-05-27,lkennedy@fox-williams.com,001-301-396-0133x7637,1,130,7,0,2021-12-12,33,238.06
815,Ashley,Reynolds,Male,21,2003-09-17,qrandall@gmail.com,+1-701-346-0081x639,1,1298,8,1,2021-03-11,28,194.13
816,Margaret,Johnson,Male,30,1994-03-30,jessicamatthews@taylor.com,+1-190-879-9542x2788,1,1223,7,1,2022-09-22,33,205.31
817,Courtney,Montoya,Male,58,1967-01-23,cmiller@gmail.com,(709)287-4796x966,1,719,1,1,2023-05-30,6,258.28
818,Dakota,Crane,Male,45,1979-07-15,wsanchez@yahoo.com,(147)118-8978,1,1806,2,1,2022-12-16,37,175.84
819,Logan,Sawyer,Female,23,2001-04-14,edwardvalencia@hotmail.com,4606937717,0,310,6,0,2021-12-12,40,161.44
820,Morgan,Black,Female,34,1990-09-24,rortiz@yahoo.com,923-170-3020x029,1,560,3,1,2023-04-02,43,253.53
821,Jessica,Rogers,Other,38,1986-08-16,sdavis@vasquez.org,961-957-2753x8613,1,745,2,1,2024-04-13,36,323.64
822,Allen,Sanchez,Female,63,1961-07-15,jroberts@moore.net,5504721687,0,1092,1,1,2022-06-29,40,189.38
823,Tammy,Hunter,Female,33,1991-08-23,hmitchell@gmail.com,860.148.2937x790,1,78,6,0,2022-10-25,14,62.29
824,Melissa,Copeland,Male,43,1981-03-11,victor08@hotmail.com,+1-894-522-4886x1817,0,1072,5,0,2024-09-04,26,95.03
825,Michael,Pineda,Female,23,2001-07-01,rodney17@gmail.com,+1-847-253-6039x22539,0,1735,5,1,2021-02-27,12,358.36
826,Alyssa,Mcclain,Other,20,2005-02-08,tina06@yahoo.com,700.467.6076,1,617,2,0,2022-10-20,47,462.93
827,Jason,Davis,Male,35,1989-12-18,hernandezallison@gmail.com,504-289-0533x25003,0,170,8,1,2023-02-05,26,140.54
828,Dustin,George,Female,39,1985-04-05,dfrank@hotmail.com,+1-833-790-1877,0,1676,4,0,2023-04-11,3,215.49
829,Danielle,Ayala,Female,67,1957-05-13,nancyparks@tran-morris.info,278-514-1911,1,428,9,1,2020-03-28,35,304.53
830,Stephanie,Murphy,Female,69,1955-07-19,gina70@hotmail.com,559.461.6184,1,1586,6,1,2020-11-28,33,485.14
