,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,payment_method,card_type,Unnamed: 3,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
8577,108577,Oral Care,Mouthwash,1,17.92,3,929,2022-04-07,8,BNPL (Buy Now, Pay Later),,Westfield London,London,England,UK,Bethany,Callahan,Female,38.0,1986-10-12,patriciadavis@williams-wyatt.com,+1-122-113-5867x52366,0.0,1717.0,9.0,0.0,2024-11-13,33.0,457.98
8578,108578,Hair Care,Hair Oil,4,48.47,22,837,2023-08-04,4,Debit Card - Visa,Visa,,Tysons Corner Center,McLean,Virginia,US,Melissa,Jones,Other,19.0,2006-01-04,jennasmith@thompson.net,+1-152-588-0918x57817,0.0,1434.0,1.0,1.0,2022-08-30,19.0,244.08
8579,108579,Body Care and Hygiene,Deodorant,2,18.13,19,271,2020-12-30,7,Cash,,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Beth,Floyd,Other,18.0,2006-09-23,lisasmith@rivas.org,677.746.9234x6557,0.0,1558.0,4.0,0.0,2022-04-28,12.0,179.75
8580,108580,Body Care and Hygiene,Hand Sanitizer,3,6.16,39,943,2023-02-09,10,Google Pay,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Alexander,Dominguez,Other,63.0,1961-10-29,lozanopamela@gmail.com,001-815-152-7106x0514,0.0,851.0,1.0,1.0,2022-12-21,38.0,80.45
8581,108581,Skin Care,Moisturizer,1,33.93,38,678,2022-07-14,8,BNPL (Buy Now, Pay Later),,The Shops at La Cantera,San Antonio,Texas,US,Kimberly,Diaz,Female,29.0,1996-02-05,lori64@kennedy-walton.com,607-645-5033x9149,1.0,721.0,1.0,1.0,2021-12-11,4.0,63.54
8582,108582,Hair Care,Shampoo,2,39.92,41,352,2022-09-20,1,Credit Card - Visa,Visa,,Stanford Shopping Center,Palo Alto,California,US,Michael,Mahoney,Other,18.0,2007-02-06,jlee@phillips.com,001-834-277-8855x790,0.0,844.0,10.0,0.0,2025-02-05,5.0,488.23
8583,108583,Body Care and Hygiene,Hand Sanitizer,1,13.94,41,71,2021-06-14,7,Cash,,,Stanford Shopping Center,Palo Alto,California,US,Nichole,Weaver,Other,56.0,1969-02-15,russellbrandi@neal.net,+1-174-366-3044,1.0,1192.0,2.0,0.0,2020-10-14,32.0,351.71
8584,108584,Skin Care,Face Wash,2,31.43,56,305,2024-08-25,9,Apple Pay,,,The Mall in Columbia,Columbia,Maryland,US,Dwayne,Walker,Other,65.0,1960-02-04,amanning@gmail.com,001-792-434-9922x4553,0.0,321.0,10.0,1.0,2021-04-18,31.0,361.76
8585,108585,Skin Care,Moisturizer,2,78.45,45,191,2023-10-30,6,PayPal,,,Westfield Annapolis,Annapolis,Maryland,US,Monica,Chandler,Female,57.0,1968-02-23,tstevens@hotmail.com,+1-796-688-3539x3445,0.0,1601.0,8.0,0.0,2022-11-03,3.0,292.57
8586,108586,Hair Care,Shampoo,4,35.53,48,19,2023-08-24,8,BNPL (Buy Now, Pay Later),,Santa Monica Place,Santa Monica,California,US,Jeffrey,Snyder,Other,32.0,1992-10-07,alisha35@yahoo.com,+1-405-985-6259x210,0.0,1080.0,9.0,0.0,2021-04-24,43.0,7.6
8587,108587,Skin Care,Lip Balm,3,91.52,28,450,2024-02-12,9,Apple Pay,,,Dolphin Mall,Miami,Florida,US,Madison,Kelley,Male,35.0,1989-12-12,simschristopher@dixon.com,+1-836-025-4582,0.0,649.0,6.0,0.0,2021-10-28,13.0,425.54
8588,108588,Hair Care,Conditioner,1,38.25,42,230,2021-06-19,3,Credit Card - AMEX,AMEX,,Brookfield Place,New York,New York,US,Andrew,Tapia,Male,54.0,1970-12-22,sandersblake@curry-wood.com,062.327.0865,0.0,1034.0,3.0,0.0,2024-10-01,27.0,497.09
8589,108589,Hair Care,Conditioner,4,19.93,22,910,2021-12-15,5,Debit Card - MasterCard,MasterCard,,Tysons Corner Center,McLean,Virginia,US,Christopher,Martin,Female,26.0,1998-08-06,donnabeasley@cox-lynn.com,+1-261-750-6944,0.0,1642.0,9.0,1.0,2020-08-30,9.0,268.84
8590,108590,Hair Care,Shampoo,3,25.84,20,976,2023-05-19,7,Cash,,,The Trafford Centre,Manchester,Greater Manchester,UK,Gabrielle,York,Female,46.0,1979-01-04,samanthaedwards@jackson-cruz.org,001-472-044-0961x02567,1.0,1593.0,3.0,1.0,2024-03-17,29.0,318.95
8591,108591,Hair Care,Conditioner,1,33.64,60,951,2022-08-07,5,Debit Card - MasterCard,MasterCard,,Stonebriar Centre,Frisco,Texas,US,Michael,Smith,Other,45.0,1979-05-28,susan94@gmail.com,(583)632-3261x311,1.0,775.0,7.0,1.0,2021-12-12,29.0,60.28
8592,108592,Oral Care,Mouthwash,1,3.51,28,259,2022-08-15,8,BNPL (Buy Now, Pay Later),,Dolphin Mall,Miami,Florida,US,Brenda,Charles,Other,27.0,1997-12-23,stewartjennifer@cabrera-johnston.org,636-526-9741x7033,1.0,625.0,9.0,1.0,2024-11-08,46.0,109.3
8593,108593,Oral Care,Toothpaste,3,9.05,42,322,2021-11-07,3,Credit Card - AMEX,AMEX,,Brookfield Place,New York,New York,US,Brian,Barnett,Other,42.0,1982-10-27,veronica87@gmail.com,001-458-205-9786,1.0,1090.0,4.0,1.0,2023-05-03,31.0,20.47
8594,108594,Hair Care,Shampoo,1,43.93,15,520,2020-04-06,4,Debit Card - Visa,Visa,,Meadowhall,Sheffield,South Yorkshire,UK,Mark,Brewer,Other,33.0,1991-06-05,bkennedy@barnes.org,3377264547,0.0,1648.0,2.0,1.0,2024-02-02,35.0,417.26
8595,108595,Hair Care,Shampoo,1,45.05,50,840,2020-06-24,2,Credit Card - MasterCard,MasterCard,,The Summit,Birmingham,Alabama,US,Valerie,Perez,Other,54.0,1970-12-13,millerjacqueline@shannon.com,001-505-449-4925x6246,1.0,1018.0,9.0,1.0,2022-01-22,40.0,138.17
8596,108596,Skin Care,Sunscreen,1,74.85,42,677,2023-09-22,7,Cash,,,Brookfield Place,New York,New York,US,Evan,Garner,Female,48.0,1976-10-18,antoniojohnson@burgess-sampson.com,(395)607-2984x7276,0.0,1176.0,1.0,0.0,2023-07-15,46.0,400.44
8597,108597,Oral Care,Mouthwash,3,4.06,14,352,2024-01-24,5,Debit Card - MasterCard,MasterCard,,Westfield Stratford City,London,England,UK,Michael,Mahoney,Other,18.0,2007-02-06,jlee@phillips.com,001-834-277-8855x790,0.0,844.0,10.0,0.0,2025-02-05,5.0,488.23
8598,108598,Skin Care,Face Wash,3,82.34,55,277,2022-04-28,10,Google Pay,,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,David,Sanchez,Male,68.0,1957-01-10,rachelrios@matthews-lawrence.org,603.658.2540x5998,0.0,1118.0,1.0,0.0,2023-06-26,31.0,257.43
8599,108599,Skin Care,Lip Balm,1,17.85,57,858,2020-04-11,2,Credit Card - MasterCard,MasterCard,,The Gardens Mall,Palm Beach Gardens,Florida,US,Diana,Mclaughlin,Female,37.0,1987-11-15,destiny75@gmail.com,+1-044-593-3017x71186,0.0,169.0,4.0,0.0,2022-12-05,25.0,181.81
8600,108600,Oral Care,Toothpaste,1,9.6,23,757,2020-06-09,5,Debit Card - MasterCard,MasterCard,,Palisades Center,West Nyack,New York,US,Angela,Jenkins,Male,23.0,2001-11-19,marquezbrenda@gmail.com,(536)229-3876x74994,0.0,1756.0,4.0,0.0,2020-02-17,47.0,396.9
8601,108601,Body Care and Hygiene,Deodorant,1,5.86,54,369,2022-03-24,5,Debit Card - MasterCard,MasterCard,,Westfield Century City,Los Angeles,California,US,Robert,White,Female,18.0,2006-04-28,debra31@yahoo.com,025-840-2530x799,1.0,271.0,7.0,1.0,2023-07-24,26.0,206.71
8602,108602,Hair Care,Hair Oil,4,47.92,44,116,2021-08-28,4,Debit Card - Visa,Visa,,The Florida Mall,Orlando,Florida,US,Dale,Burnett,Male,32.0,1993-01-24,jennifer76@yahoo.com,+1-087-360-4745,0.0,836.0,4.0,1.0,2023-11-13,10.0,417.91
8603,108603,Body Care and Hygiene,Deodorant,2,14.3,47,734,2024-01-11,3,Credit Card - AMEX,AMEX,,The Americana at Brand,Glendale,California,US,Bruce,Jackson,Female,51.0,1973-09-02,mark85@pugh-griffin.com,(921)656-1993,1.0,853.0,10.0,0.0,2023-05-27,24.0,191.67
8604,108604,Skin Care,Lip Balm,1,63.61,2,425,2021-02-24,8,BNPL (Buy Now, Pay Later),,The Galleria,Houston,Texas,US,Joshua,Smith,Other,18.0,2006-03-20,kelleyalex@rodriguez.com,431.457.7370x940,1.0,365.0,8.0,1.0,2024-03-14,41.0,458.04
8605,108605,Hair Care,Hair Oil,4,25.74,12,891,2020-04-13,8,BNPL (Buy Now, Pay Later),,Metrocentre,Gateshead,Tyne and Wear,UK,Michael,Smith,Other,25.0,2000-01-09,william84@hotmail.com,140.960.6222x8480,1.0,1456.0,6.0,1.0,2020-08-01,15.0,15.27
8606,108606,Hair Care,Hair Oil,2,5.83,60,639,2022-04-25,1,Credit Card - Visa,Visa,,Stonebriar Centre,Frisco,Texas,US,Andrew,Estrada,Other,58.0,1966-07-01,robert31@yahoo.com,(065)822-0734x90139,0.0,190.0,1.0,1.0,2020-10-20,37.0,95.1
8607,108607,Hair Care,Shampoo,3,26.31,54,815,2021-03-16,4,Debit Card - Visa,Visa,,Westfield Century City,Los Angeles,California,US,Ashley,Reynolds,Male,21.0,2003-09-17,qrandall@gmail.com,+1-701-346-0081x639,1.0,1298.0,8.0,1.0,2021-03-11,28.0,194.13
8608,108608,Body Care and Hygiene,Hand Sanitizer,2,16.66,23,392,2022-03-02,4,Debit Card - Visa,Visa,,Palisades Center,West Nyack,New York,US,Kristina,Orozco,Male,67.0,1958-01-30,daniel18@gmail.com,001-828-912-9344x46215,0.0,256.0,1.0,0.0,2025-02-05,12.0,19.37
8609,108609,Body Care and Hygiene,Hand Sanitizer,2,11.86,29,234,2024-05-04,10,Google Pay,,,The Mall at Millenia,Orlando,Florida,US,Jason,Collins,Other,50.0,1974-10-01,megan81@yahoo.com,540.038.1737x69835,0.0,1689.0,7.0,1.0,2024-12-20,39.0,467.33
8610,108610,Body Care and Hygiene,Body Lotion,3,12.95,58,691,2020-05-05,1,Credit Card - Visa,Visa,,Town Center at Boca Raton,Boca Raton,Florida,US,Tonya,Ross,Female,21.0,2003-04-06,mario03@yahoo.com,622.616.1540x6151,0.0,429.0,1.0,0.0,2022-04-19,37.0,160.4
8611,108611,Body Care and Hygiene,Deodorant,4,4.16,39,253,2023-12-27,1,Credit Card - Visa,Visa,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Timothy,Greer,Male,66.0,1959-01-27,martinezbrittany@yahoo.com,001-662-331-3127x83014,1.0,1706.0,2.0,1.0,2022-03-03,26.0,273.57
8612,108612,Oral Care,Toothpaste,4,14.27,8,357,2024-03-17,9,Apple Pay,,,Bluewater Shopping Centre,Dartford,Kent,UK,Yolanda,Lewis,Male,60.0,1964-07-11,huertagloria@david.com,+1-788-629-1274,0.0,1047.0,3.0,0.0,2024-07-30,36.0,223.79
8613,108613,Hair Care,Shampoo,3,12.51,39,569,2020-12-04,6,PayPal,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Luis,Lee,Male,33.0,1991-05-20,jensenmark@thomas-carter.com,(050)550-8432,1.0,983.0,10.0,0.0,2020-04-15,17.0,105.3
8614,108614,Oral Care,Mouthwash,2,9.99,53,309,2021-07-10,5,Debit Card - MasterCard,MasterCard,,SouthPark,Charlotte,North Carolina,US,Heather,Hill,Female,66.0,1958-05-29,ikelly@gmail.com,+1-345-480-8680x90072,0.0,44.0,6.0,1.0,2023-03-21,29.0,341.75
8615,108615,Oral Care,Mouthwash,2,18.17,14,328,2020-07-11,6,PayPal,,,Westfield Stratford City,London,England,UK,Joshua,Solomon,Female,54.0,1970-05-31,adamslinda@gmail.com,+1-510-215-4638x19298,1.0,11.0,4.0,1.0,2021-11-26,26.0,122.31
8616,108616,Body Care and Hygiene,Deodorant,4,5.85,6,689,2021-04-13,1,Credit Card - Visa,Visa,,Aventura Mall,Miami,Florida,US,Terri,Espinoza,Female,44.0,1981-01-10,nicoleanderson@hotmail.com,(362)845-6984x1991,1.0,1490.0,6.0,0.0,2023-06-20,36.0,268.31
8617,108617,Hair Care,Shampoo,1,38.0,19,864,2024-01-20,10,Google Pay,,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Angela,Obrien,Female,22.0,2003-02-11,browningrobert@wilson-garcia.biz,983-657-6278x9774,1.0,115.0,8.0,1.0,2022-09-14,27.0,317.55
8618,108618,Skin Care,Sunscreen,3,92.48,34,246,2024-05-13,5,Debit Card - MasterCard,MasterCard,,The Shops at Columbus Circle,New York,New York,US,Michael,Carrillo,Other,64.0,1960-04-26,whiterobert@romero.com,+1-728-963-7182x315,1.0,1788.0,1.0,0.0,2022-08-05,37.0,194.78
8619,108619,Hair Care,Shampoo,3,36.01,39,396,2020-03-15,6,PayPal,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,James,Ramirez,Other,40.0,1985-01-15,yjohnson@savage.info,+1-463-139-2676x340,0.0,26.0,1.0,1.0,2021-09-21,16.0,386.49
8620,108620,Hair Care,Shampoo,1,37.31,12,923,2022-03-02,1,Credit Card - Visa,Visa,,Metrocentre,Gateshead,Tyne and Wear,UK,Becky,Johnston,Male,42.0,1983-02-09,livingstonkayla@hotmail.com,+1-571-824-2454,0.0,1531.0,3.0,0.0,2022-05-02,45.0,221.59
8621,108621,Hair Care,Conditioner,1,16.24,53,880,2024-03-15,5,Debit Card - MasterCard,MasterCard,,SouthPark,Charlotte,North Carolina,US,David,Richardson,Other,69.0,1955-12-10,vlambert@richardson.biz,1939976619,0.0,1092.0,7.0,0.0,2022-12-10,30.0,277.61
8622,108622,Body Care and Hygiene,Hand Sanitizer,4,5.44,16,642,2020-07-31,2,Credit Card - MasterCard,MasterCard,,The Oracle,Reading,Berkshire,UK,Ryan,Smith,Other,60.0,1964-08-26,connorallen@yahoo.com,216-334-0912,1.0,109.0,9.0,0.0,2024-02-01,3.0,47.06
8623,108623,Skin Care,Sunscreen,3,18.12,40,377,2022-03-19,6,PayPal,,,Perimeter Mall,Atlanta,Georgia,US,Anne,Chapman,Other,60.0,1964-03-26,melissa78@hotmail.com,9402768669,1.0,1817.0,10.0,1.0,2022-04-18,43.0,423.86
8624,108624,Hair Care,Shampoo,1,42.58,13,608,2023-11-18,3,Credit Card - AMEX,AMEX,,The Grove,Los Angeles,California,US,Laurie,Reyes,Other,62.0,1962-12-10,donaldbarber@clark-torres.com,(926)624-1659x54149,1.0,1079.0,8.0,1.0,2022-10-29,21.0,14.79
8625,108625,Skin Care,Lip Balm,4,49.82,35,924,2020-12-28,8,BNPL (Buy Now, Pay Later),,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Christopher,Steele,Other,44.0,1980-03-09,rebeccajensen@yahoo.com,+1-079-995-9145x7715,1.0,558.0,5.0,0.0,2023-01-22,34.0,230.2
8626,108626,Oral Care,Mouthwash,4,12.9,40,333,2021-05-13,8,BNPL (Buy Now, Pay Later),,Perimeter Mall,Atlanta,Georgia,US,Richard,Lawrence,Other,60.0,1964-10-25,drakeandre@wagner.net,001-248-944-4231x3590,1.0,1740.0,7.0,1.0,2023-01-30,27.0,64.85
8627,108627,Hair Care,Conditioner,2,24.21,23,836,2021-10-10,5,Debit Card - MasterCard,MasterCard,,Palisades Center,West Nyack,New York,US,Aaron,Curry,Female,47.0,1977-07-23,codyfuller@brown-jordan.biz,5802365675,0.0,1815.0,7.0,1.0,2021-12-03,6.0,202.34
8628,108628,Oral Care,Toothpaste,4,17.92,27,934,2023-01-06,1,Credit Card - Visa,Visa,,Oakbrook Center,Oak Brook,Illinois,US,Peter,Davis,Male,41.0,1983-06-18,shelbyaguilar@smith.com,(449)176-9506x3913,0.0,600.0,6.0,1.0,2021-08-03,21.0,326.6
8629,108629,Skin Care,Moisturizer,4,15.85,52,543,2025-01-08,5,Debit Card - MasterCard,MasterCard,,Pheasant Lane Mall,Nashua,New Hampshire,US,Jose,Steele,Female,50.0,1974-12-09,patrickkristopher@yahoo.com,894-456-6566x2299,1.0,1362.0,7.0,0.0,2023-05-09,15.0,96.27
8630,108630,Skin Care,Face Wash,4,11.56,50,185,2023-11-20,7,Cash,,,The Summit,Birmingham,Alabama,US,Nicholas,Johnston,Female,20.0,2004-08-24,matthewperry@yahoo.com,+1-405-386-9845x678,1.0,1689.0,9.0,0.0,2020-11-27,31.0,372.29
8631,108631,Skin Care,Sunscreen,2,52.74,32,238,2022-04-21,4,Debit Card - Visa,Visa,,International Plaza and Bay Street,Tampa,Florida,US,Sydney,Mckinney,Female,61.0,1963-05-13,trevinojuan@gmail.com,202.659.4346,0.0,189.0,1.0,0.0,2025-02-03,21.0,123.46
8632,108632,Skin Care,Face Wash,2,56.61,19,761,2024-08-29,5,Debit Card - MasterCard,MasterCard,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Kimberly,Simpson,Other,60.0,1964-12-14,garydudley@yahoo.com,(301)859-9339,0.0,117.0,9.0,1.0,2023-03-02,43.0,89.0
8633,108633,Body Care and Hygiene,Body Lotion,1,11.0,33,354,2021-04-24,3,Credit Card - AMEX,AMEX,,Bellevue Square,Bellevue,Washington,US,Jeremy,Wilson,Female,48.0,1976-12-08,tnielsen@walters-miller.com,786.496.5995x263,1.0,569.0,8.0,1.0,2021-02-22,50.0,419.49
8634,108634,Hair Care,Hair Oil,1,46.1,56,554,2023-04-15,3,Credit Card - AMEX,AMEX,,The Mall in Columbia,Columbia,Maryland,US,James,Ellis,Female,28.0,1997-01-20,kjohnson@hotmail.com,857.019.8163,1.0,319.0,9.0,1.0,2021-08-10,5.0,402.16
8635,108635,Hair Care,Shampoo,1,11.88,43,84,2022-08-25,10,Google Pay,,,The Domain,Austin,Texas,US,Joseph,Wilkinson,Female,39.0,1985-05-21,owalker@gmail.com,003-236-0931x2580,0.0,1522.0,9.0,1.0,2023-05-04,8.0,304.54
8636,108636,Skin Care,Moisturizer,4,38.92,57,323,2020-05-31,9,Apple Pay,,,The Gardens Mall,Palm Beach Gardens,Florida,US,Stuart,Williams,Other,55.0,1969-10-22,rachel22@yahoo.com,425-707-9531,0.0,491.0,9.0,1.0,2023-11-23,30.0,490.13
8637,108637,Body Care and Hygiene,Body Lotion,3,9.21,8,60,2024-03-03,5,Debit Card - MasterCard,MasterCard,,Bluewater Shopping Centre,Dartford,Kent,UK,Tiffany,Martinez,Male,52.0,1972-03-27,christopher25@williams.com,811-894-5283x2770,1.0,587.0,8.0,1.0,2023-11-27,19.0,415.09
8638,108638,Hair Care,Shampoo,4,32.21,46,217,2024-09-28,9,Apple Pay,,,Park Meadows,Lone Tree,Colorado,US,Scott,Donovan,Other,64.0,1960-03-28,sarawilliams@hotmail.com,(248)877-7118x243,1.0,382.0,1.0,0.0,2020-05-19,20.0,328.42
8639,108639,Skin Care,Moisturizer,2,34.33,40,353,2022-06-05,4,Debit Card - Visa,Visa,,Perimeter Mall,Atlanta,Georgia,US,Scott,Chang,Female,34.0,1990-10-25,nguyenjerome@yahoo.com,540-802-4310,1.0,813.0,8.0,0.0,2022-06-20,27.0,148.66
8640,108640,Body Care and Hygiene,Hand Sanitizer,3,4.08,12,667,2023-10-06,3,Credit Card - AMEX,AMEX,,Metrocentre,Gateshead,Tyne and Wear,UK,Emily,Willis,Female,55.0,1969-05-18,martinezveronica@burke.info,412-549-1016x801,0.0,1020.0,7.0,1.0,2020-10-09,50.0,163.86
8641,108641,Body Care and Hygiene,Hand Sanitizer,1,25.16,42,224,2024-11-05,2,Credit Card - MasterCard,MasterCard,,Brookfield Place,New York,New York,US,Christopher,Kerr,Female,60.0,1964-08-04,elizabeth43@gmail.com,001-229-938-1244x4281,1.0,274.0,10.0,0.0,2024-10-28,8.0,188.81
8642,108642,Skin Care,Sunscreen,4,74.77,26,436,2021-06-05,3,Credit Card - AMEX,AMEX,,Easton Town Center,Columbus,Ohio,US,James,Jackson,Female,50.0,1974-02-28,angelahill@hotmail.com,817.662.7509,1.0,127.0,8.0,0.0,2023-04-09,16.0,419.05
8643,108643,Skin Care,Face Wash,4,76.19,35,274,2020-06-21,7,Cash,,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Joshua,Olsen,Female,66.0,1958-09-02,michael34@gmail.com,641.956.9663x1862,1.0,708.0,6.0,0.0,2022-09-06,7.0,384.04
8644,108644,Skin Care,Sunscreen,1,89.48,41,595,2022-10-09,9,Apple Pay,,,Stanford Shopping Center,Palo Alto,California,US,Eddie,Barrera,Female,62.0,1963-01-18,emartinez@castro-jackson.org,(602)557-4444x952,0.0,1481.0,7.0,0.0,2022-09-17,7.0,132.94
8645,108645,Body Care and Hygiene,Body Lotion,2,28.77,40,83,2022-03-26,5,Debit Card - MasterCard,MasterCard,,Perimeter Mall,Atlanta,Georgia,US,Shannon,Ali,Other,45.0,1979-03-26,rosskara@hotmail.com,+1-022-808-6330x3372,0.0,939.0,3.0,0.0,2024-06-11,40.0,52.88
8646,108646,Skin Care,Face Wash,1,26.37,31,771,2020-05-11,4,Debit Card - Visa,Visa,,Cherry Creek Shopping Center,Denver,Colorado,US,Brittany,Fuentes,Other,29.0,1995-04-24,wendyhall@hotmail.com,(209)527-1062,0.0,1651.0,4.0,0.0,2020-09-02,43.0,37.68
8647,108647,Hair Care,Conditioner,4,20.74,25,41,2024-10-06,5,Debit Card - MasterCard,MasterCard,,Lenox Square,Atlanta,Georgia,US,Jennifer,Hammond,Other,63.0,1961-06-27,ihowell@yahoo.com,(864)615-9005,0.0,318.0,6.0,0.0,2023-01-08,13.0,363.59
8648,108648,Body Care and Hygiene,Hand Sanitizer,1,4.02,42,158,2021-02-04,8,BNPL (Buy Now, Pay Later),,Brookfield Place,New York,New York,US,Zachary,Mccormick,Male,27.0,1997-11-08,thomasanderson@gmail.com,464-383-6187,0.0,1103.0,2.0,0.0,2020-04-02,6.0,148.49
8649,108649,Hair Care,Conditioner,4,33.12,30,19,2024-01-12,8,BNPL (Buy Now, Pay Later),,Westfield San Francisco Centre,San Francisco,California,US,Jeffrey,Snyder,Other,32.0,1992-10-07,alisha35@yahoo.com,+1-405-985-6259x210,0.0,1080.0,9.0,0.0,2021-04-24,43.0,7.6
8650,108650,Oral Care,Toothpaste,4,8.5,6,146,2021-11-20,7,Cash,,,Aventura Mall,Miami,Florida,US,Steven,Kelly,Male,41.0,1983-04-19,uhill@hotmail.com,+1-875-446-2594x5737,1.0,3.0,2.0,1.0,2021-11-18,30.0,361.79
8651,108651,Body Care and Hygiene,Body Lotion,2,7.84,1,286,2023-09-27,7,Cash,,,Mall of America,Bloomington,Minnesota,US,Amanda,Hill,Male,54.0,1970-06-25,chrislin@cantrell-payne.biz,937.971.5788x35375,0.0,866.0,7.0,0.0,2020-06-17,27.0,196.23
8652,108652,Skin Care,Face Wash,4,17.74,25,219,2022-08-20,5,Debit Card - MasterCard,MasterCard,,Lenox Square,Atlanta,Georgia,US,Kayla,Smith,Female,35.0,1989-07-11,calderonkristina@lawson.com,228.271.3831,0.0,2.0,1.0,1.0,2024-01-04,30.0,81.54
8653,108653,Body Care and Hygiene,Body Lotion,2,8.43,4,423,2022-04-17,2,Credit Card - MasterCard,MasterCard,,Trafford Centre,Manchester,England,UK,Jeffrey,Walker,Female,24.0,2000-07-09,sbishop@gmail.com,758-829-1040x70156,1.0,568.0,9.0,0.0,2024-02-13,1.0,375.2
8654,108654,Body Care and Hygiene,Body Lotion,4,20.05,58,25,2024-03-01,10,Google Pay,,,Town Center at Boca Raton,Boca Raton,Florida,US,Jessica,Johnson,Female,54.0,1971-01-09,matthew53@kirk.com,1454539695,0.0,1088.0,4.0,0.0,2022-05-04,21.0,366.07
8655,108655,Skin Care,Moisturizer,1,21.71,27,536,2022-03-18,1,Credit Card - Visa,Visa,,Oakbrook Center,Oak Brook,Illinois,US,Katelyn,Malone,Other,19.0,2005-12-18,jackmccarty@yahoo.com,842.032.8732x3917,1.0,1067.0,3.0,0.0,2024-01-07,12.0,367.18
8656,108656,Oral Care,Toothpaste,2,13.71,59,128,2021-12-08,4,Debit Card - Visa,Visa,,The Streets at Southpoint,Durham,North Carolina,US,Lisa,Cross,Female,48.0,1977-02-10,andersonjulie@andrews.com,001-336-156-8121x733,0.0,999.0,10.0,1.0,2023-01-16,41.0,285.92
8657,108657,Body Care and Hygiene,Body Lotion,3,13.65,7,842,2022-09-11,3,Credit Card - AMEX,AMEX,,West Edmonton Mall,Edmonton,Alberta,Canada,Rhonda,Powell,Female,65.0,1959-11-28,ddavis@yahoo.com,001-594-718-9325x88845,1.0,706.0,6.0,1.0,2024-03-30,45.0,383.29
8658,108658,Skin Care,Sunscreen,4,79.71,37,158,2020-08-27,5,Debit Card - MasterCard,MasterCard,,Bloor-Yorkville,Toronto,Ontario,Canada,Zachary,Mccormick,Male,27.0,1997-11-08,thomasanderson@gmail.com,464-383-6187,0.0,1103.0,2.0,0.0,2020-04-02,6.0,148.49
8659,108659,Body Care and Hygiene,Body Lotion,2,4.49,6,959,2024-10-21,8,BNPL (Buy Now, Pay Later),,Aventura Mall,Miami,Florida,US,Colin,Ford,Other,63.0,1961-06-04,lhall@smith-weiss.com,857.681.8181,1.0,1061.0,1.0,0.0,2022-10-05,21.0,353.96
8660,108660,Body Care and Hygiene,Body Lotion,4,11.21,47,983,2024-05-31,1,Credit Card - Visa,Visa,,The Americana at Brand,Glendale,California,US,Joshua,Thomas,Female,59.0,1965-05-15,smartin@hotmail.com,(145)009-6285,0.0,807.0,3.0,1.0,2022-02-15,28.0,21.53
8661,108661,Hair Care,Conditioner,1,40.63,45,264,2020-03-17,4,Debit Card - Visa,Visa,,Westfield Annapolis,Annapolis,Maryland,US,Gabriella,Welch,Other,20.0,2005-01-25,carrie56@walton-curtis.biz,(337)363-2651x736,0.0,78.0,7.0,1.0,2024-08-12,6.0,342.84
8662,108662,Skin Care,Face Wash,2,50.03,23,367,2020-08-06,5,Debit Card - MasterCard,MasterCard,,Palisades Center,West Nyack,New York,US,Madison,Carr,Other,38.0,1986-07-13,gabriellataylor@yahoo.com,844-225-0160x27577,1.0,197.0,3.0,0.0,2021-12-21,38.0,323.91
8663,108663,Hair Care,Shampoo,2,49.79,55,726,2020-06-17,6,PayPal,,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Jeffery,Bowen,Female,30.0,1994-06-26,rose73@gmail.com,606-246-2150x880,1.0,289.0,2.0,1.0,2020-01-21,33.0,291.8
8664,108664,Body Care and Hygiene,Deodorant,2,21.57,27,591,2020-06-27,6,PayPal,,,Oakbrook Center,Oak Brook,Illinois,US,Rhonda,Yang,Female,54.0,1970-11-30,desiree80@gmail.com,(817)656-9458x2246,1.0,1647.0,9.0,0.0,2024-06-30,2.0,98.31
8665,108665,Oral Care,Toothpaste,3,16.13,3,266,2022-03-23,2,Credit Card - MasterCard,MasterCard,,Westfield London,London,England,UK,Gail,Walker,Other,24.0,2000-03-11,sellis@peters-riggs.com,+1-175-725-4590,1.0,1689.0,9.0,0.0,2024-11-26,14.0,149.53
8666,108666,Hair Care,Shampoo,4,39.4,6,441,2021-04-14,8,BNPL (Buy Now, Pay Later),,Aventura Mall,Miami,Florida,US,Willie,Wyatt,Other,25.0,2000-01-20,slewis@gmail.com,1162973455,1.0,374.0,7.0,1.0,2023-08-07,30.0,260.45
